2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
E6629,E6629,E6629,E6629,E6629,E6629,E6629,E6629,E6629,E6629,E6629,E6629,E6629,E6625,E6625,E6625,E6625,E6625,E6625,E6625,E6625,E6625
K718,K718,K718,K718,K718,K718,K718,K718,K718,K718,K718,K718,K718,K7180,K7180,K7180,K7180,K7180,K7180,K7180,K7180,K7180
K718,K718,K718,K718,K718,K718,K718,K718,K718,K718,K718,K718,K718,K7188,K7188,K7188,K7188,K7188,K7188,K7188,K7188,K7188
U065,U065,U065,U065,U065,U065,U065,U065,U065,U065,U065,U065,U065,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016
E882,E882,E882,E882,E882,E882,E882,E882,E882,E882,E882,E882,E882,E8829,E8829,E8829,E8829,E8829,E8829,E8829,E8829,E8829
U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U8108,U8108,U8108,U8108,U8108,U8108,U8108,U8108,U8108
U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U8106,U8106,U8106,U8106,U8106,U8106,U8106,U8106,U8106
U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U8144,U8144,U8144,U8144,U8144,U8144,U8144,U8144,U8144
U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U8128,U8128,U8128,U8128,U8128,U8128,U8128,U8128,U8128
U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U8104,U8104,U8104,U8104,U8104,U8104,U8104,U8104,U8104
U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U8148,U8148,U8148,U8148,U8148,U8148,U8148,U8148,U8148
U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U8124,U8124,U8124,U8124,U8124,U8124,U8124,U8124,U8124
U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U8125,U8125,U8125,U8125,U8125,U8125,U8125,U8125,U8125
U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U8105,U8105,U8105,U8105,U8105,U8105,U8105,U8105,U8105
U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U8145,U8145,U8145,U8145,U8145,U8145,U8145,U8145,U8145
U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U8126,U8126,U8126,U8126,U8126,U8126,U8126,U8126,U8126
U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016
U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U805,U8146,U8146,U8146,U8146,U8146,U8146,U8146,U8146,U8146
U061,U061,U061,U061,U061,U061,U061,U061,U061,U061,U061,U061,U061,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016
U067,U067,U067,U067,U067,U067,U067,U067,U067,U067,U067,U067,U067,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016
U068,U068,U068,U068,U068,U068,U068,U068,U068,U068,U068,U068,U068,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016
S158,S158,S158,S158,S158,S158,S158,S158,S158,S158,S158,S158,S158,S1580,S1580,S1580,S1580,S1580,S1580,S1580,S1580,S1580
S158,S158,S158,S158,S158,S158,S158,S158,S158,S158,S158,S158,S158,S1582,S1582,S1582,S1582,S1582,S1582,S1582,S1582,S1582
S158,S158,S158,S158,S158,S158,S158,S158,S158,S158,S158,S158,S158,S1581,S1581,S1581,S1581,S1581,S1581,S1581,S1581,S1581
S158,S158,S158,S158,S158,S158,S158,S158,S158,S158,S158,S158,S158,S1588,S1588,S1588,S1588,S1588,S1588,S1588,S1588,S1588
U807,U807,U807,U807,U807,U807,U807,U807,U807,U807,U807,U807,U807,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016
U807,U807,U807,U807,U807,U807,U807,U807,U807,U807,U807,U807,U807,U816,U816,U816,U816,U816,U816,U816,U816,U816
U807,U807,U807,U807,U807,U807,U807,U807,U807,U807,U807,U807,U807,U8108,U8108,U8108,U8108,U8108,U8108,U8108,U8108,U8108
U807,U807,U807,U807,U807,U807,U807,U807,U807,U807,U807,U807,U807,U8128,U8128,U8128,U8128,U8128,U8128,U8128,U8128,U8128
U807,U807,U807,U807,U807,U807,U807,U807,U807,U807,U807,U807,U807,U8148,U8148,U8148,U8148,U8148,U8148,U8148,U8148,U8148
R609,R609,R609,R609,R609,R609,R609,R609,R609,R609,R609,R609,R609,E8822,E8822,E8822,E8822,E8822,E8822,E8822,E8822,E8822
R609,R609,R609,R609,R609,R609,R609,R609,R609,R609,R609,R609,R609,E8821,E8821,E8821,E8821,E8821,E8821,E8821,E8821,E8821
R609,R609,R609,R609,R609,R609,R609,R609,R609,R609,R609,R609,R609,E8820,E8820,E8820,E8820,E8820,E8820,E8820,E8820,E8820
R609,R609,R609,R609,R609,R609,R609,R609,R609,R609,R609,R609,R609,E8828,E8828,E8828,E8828,E8828,E8828,E8828,E8828,E8828
I972,I972,I972,I972,I972,I972,I972,I972,I972,I972,I972,I972,I972,I9722,I9722,I9722,I9722,I9722,I9722,I9722,I9722,I9722
I972,I972,I972,I972,I972,I972,I972,I972,I972,I972,I972,I972,I972,I9729,I9729,I9729,I9729,I9729,I9729,I9729,I9729,I9729
I972,I972,I972,I972,I972,I972,I972,I972,I972,I972,I972,I972,I972,I9720,I9720,I9720,I9720,I9720,I9720,I9720,I9720,I9720
I972,I972,I972,I972,I972,I972,I972,I972,I972,I972,I972,I972,I972,I9721,I9721,I9721,I9721,I9721,I9721,I9721,I9721,I9721
I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I9780,I9780,I9780,I9780,I9780,I9780,I9780,I9780,I9780
I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I9789,I9789,I9789,I9789,I9789,I9789,I9789,I9789,I9789
I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I9788,I9788,I9788,I9788,I9788,I9788,I9788,I9788,I9788
I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I9783,I9783,I9783,I9783,I9783,I9783,I9783,I9783,I9783
I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I9781,I9781,I9781,I9781,I9781,I9781,I9781,I9781,I9781
I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I9785,I9785,I9785,I9785,I9785,I9785,I9785,I9785,I9785
I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I9786,I9786,I9786,I9786,I9786,I9786,I9786,I9786,I9786
I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I9784,I9784,I9784,I9784,I9784,I9784,I9784,I9784,I9784
I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I9782,I9782,I9782,I9782,I9782,I9782,I9782,I9782,I9782
I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I978,I9787,I9787,I9787,I9787,I9787,I9787,I9787,I9787,I9787
U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U8131,U8131,U8131,U8131,U8131,U8131,U8131,U8131,U8131
U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U8128,U8128,U8128,U8128,U8128,U8128,U8128,U8128,U8128
U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U818,U818,U818,U818,U818,U818,U818,U818,U818
U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U8120,U8120,U8120,U8120,U8120,U8120,U8120,U8120,U8120
U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U8151,U8151,U8151,U8151,U8151,U8151,U8151,U8151,U8151
U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U8143,U8143,U8143,U8143,U8143,U8143,U8143,U8143,U8143
U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U8144,U8144,U8144,U8144,U8144,U8144,U8144,U8144,U8144
U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U8126,U8126,U8126,U8126,U8126,U8126,U8126,U8126,U8126
U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U8121,U8121,U8121,U8121,U8121,U8121,U8121,U8121,U8121
U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U816,U816,U816,U816,U816,U816,U816,U816,U816
U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U8150,U8150,U8150,U8150,U8150,U8150,U8150,U8150,U8150
U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U808,U808,U808,U808,U808,U808,U808,U808,U808
U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U8127,U8127,U8127,U8127,U8127,U8127,U8127,U8127,U8127
U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U8141,U8141,U8141,U8141,U8141,U8141,U8141,U8141,U8141
U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U8123,U8123,U8123,U8123,U8123,U8123,U8123,U8123,U8123
U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U8146,U8146,U8146,U8146,U8146,U8146,U8146,U8146,U8146
U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U8142,U8142,U8142,U8142,U8142,U8142,U8142,U8142,U8142
U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U8140,U8140,U8140,U8140,U8140,U8140,U8140,U8140,U8140
U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U8130,U8130,U8130,U8130,U8130,U8130,U8130,U8130,U8130
U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U8145,U8145,U8145,U8145,U8145,U8145,U8145,U8145,U8145
U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U8122,U8122,U8122,U8122,U8122,U8122,U8122,U8122,U8122
U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U8125,U8125,U8125,U8125,U8125,U8125,U8125,U8125,U8125
U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U8147,U8147,U8147,U8147,U8147,U8147,U8147,U8147,U8147
U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U8124,U8124,U8124,U8124,U8124,U8124,U8124,U8124,U8124
U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U81,U8148,U8148,U8148,U8148,U8148,U8148,U8148,U8148,U8148
S3988,S3988,S3988,S3988,S3988,S3988,S3988,S3988,S3988,S3988,S3988,S3988,S3988,S3981,S3981,S3981,S3981,S3981,S3981,S3981,S3981,S3981
O266,O266,O266,O266,O266,O266,O266,O266,O266,O266,O266,O266,O266,O2668,O2668,O2668,O2668,O2668,O2668,O2668,O2668,O2668
O266,O266,O266,O266,O266,O266,O266,O266,O266,O266,O266,O266,O266,O2660,O2660,O2660,O2660,O2660,O2660,O2660,O2660,O2660
G9788,G9788,G9788,G9788,G9788,G9788,G9788,G9788,G9788,G9788,G9788,G9788,G9788,G9784,G9784,G9784,G9784,G9784,G9784,G9784,G9784,G9784
G9788,G9788,G9788,G9788,G9788,G9788,G9788,G9788,G9788,G9788,G9788,G9788,G9788,G9782,G9782,G9782,G9782,G9782,G9782,G9782,G9782,G9782
G9788,G9788,G9788,G9788,G9788,G9788,G9788,G9788,G9788,G9788,G9788,G9788,G9788,G9783,G9783,G9783,G9783,G9783,G9783,G9783,G9783,G9783
U064,U064,U064,U064,U064,U064,U064,U064,U064,U064,U064,U064,U064,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016
C7988,C7988,C7988,C7988,C7988,C7988,C7988,C7988,C7988,C7988,C7988,C7988,C7988,C7986,C7986,C7986,C7986,C7986,C7986,C7986,C7986,C7986
C7988,C7988,C7988,C7988,C7988,C7988,C7988,C7988,C7988,C7988,C7988,C7988,C7988,C7985,C7985,C7985,C7985,C7985,C7985,C7985,C7985,C7985
U066,U066,U066,U066,U066,U066,U066,U066,U066,U066,U066,U066,U066,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016
E6699,E6699,E6699,E6699,E6699,E6699,E6699,E6699,E6699,E6699,E6699,E6699,E6699,E6695,E6695,E6695,E6695,E6695,E6695,E6695,E6695,E6695
E6699,E6699,E6699,E6699,E6699,E6699,E6699,E6699,E6699,E6699,E6699,E6699,E6699,E6694,E6694,E6694,E6694,E6694,E6694,E6694,E6694,E6694
U063,U063,U063,U063,U063,U063,U063,U063,U063,U063,U063,U063,U063,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016
G951,G951,G951,G951,G951,G951,G951,G951,G951,G951,G951,G951,G951,G9510,G9510,G9510,G9510,G9510,G9510,G9510,G9510,G9510
G951,G951,G951,G951,G951,G951,G951,G951,G951,G951,G951,G951,G951,G9518,G9518,G9518,G9518,G9518,G9518,G9518,G9518,G9518
D1808,D1808,D1808,D1808,D1808,D1808,D1808,D1808,D1808,D1808,D1808,D1808,D1808,D1806,D1806,D1806,D1806,D1806,D1806,D1806,D1806,D1806
U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U8148,U8148,U8148,U8148,U8148,U8148,U8148,U8148,U8148
U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U8140,U8140,U8140,U8140,U8140,U8140,U8140,U8140,U8140
U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U8141,U8141,U8141,U8141,U8141,U8141,U8141,U8141,U8141
U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U8102,U8102,U8102,U8102,U8102,U8102,U8102,U8102,U8102
U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U8128,U8128,U8128,U8128,U8128,U8128,U8128,U8128,U8128
U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016
U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U8147,U8147,U8147,U8147,U8147,U8147,U8147,U8147,U8147
U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U8123,U8123,U8123,U8123,U8123,U8123,U8123,U8123,U8123
U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U8108,U8108,U8108,U8108,U8108,U8108,U8108,U8108,U8108
U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U8127,U8127,U8127,U8127,U8127,U8127,U8127,U8127,U8127
U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U8122,U8122,U8122,U8122,U8122,U8122,U8122,U8122,U8122
U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U8103,U8103,U8103,U8103,U8103,U8103,U8103,U8103,U8103
U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U8107,U8107,U8107,U8107,U8107,U8107,U8107,U8107,U8107
U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U8121,U8121,U8121,U8121,U8121,U8121,U8121,U8121,U8121
U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U8142,U8142,U8142,U8142,U8142,U8142,U8142,U8142,U8142
U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U8100,U8100,U8100,U8100,U8100,U8100,U8100,U8100,U8100
U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U8143,U8143,U8143,U8143,U8143,U8143,U8143,U8143,U8143
U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U8120,U8120,U8120,U8120,U8120,U8120,U8120,U8120,U8120
U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U804,U8101,U8101,U8101,U8101,U8101,U8101,U8101,U8101,U8101
U060,U060,U060,U060,U060,U060,U060,U060,U060,U060,U060,U060,U060,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016
E6619,E6619,E6619,E6619,E6619,E6619,E6619,E6619,E6619,E6619,E6619,E6619,E6619,E6615,E6615,E6615,E6615,E6615,E6615,E6615,E6615,E6615
E6619,E6619,E6619,E6619,E6619,E6619,E6619,E6619,E6619,E6619,E6619,E6619,E6619,E6614,E6614,E6614,E6614,E6614,E6614,E6614,E6614,E6614
E6689,E6689,E6689,E6689,E6689,E6689,E6689,E6689,E6689,E6689,E6689,E6689,E6689,E6685,E6685,E6685,E6685,E6685,E6685,E6685,E6685,E6685
E6689,E6689,E6689,E6689,E6689,E6689,E6689,E6689,E6689,E6689,E6689,E6689,E6689,E6684,E6684,E6684,E6684,E6684,E6684,E6684,E6684,E6684
U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U8150,U8150,U8150,U8150,U8150,U8150,U8150,U8150,U8150
U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U8110,U8110,U8110,U8110,U8110,U8110,U8110,U8110,U8110
U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U8111,U8111,U8111,U8111,U8111,U8111,U8111,U8111,U8111
U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U8151,U8151,U8151,U8151,U8151,U8151,U8151,U8151,U8151
U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016
U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U8148,U8148,U8148,U8148,U8148,U8148,U8148,U8148,U8148
U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U816,U816,U816,U816,U816,U816,U816,U816,U816
U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U8108,U8108,U8108,U8108,U8108,U8108,U8108,U8108,U8108
U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U8128,U8128,U8128,U8128,U8128,U8128,U8128,U8128,U8128
U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U8131,U8131,U8131,U8131,U8131,U8131,U8131,U8131,U8131
U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U806,U8130,U8130,U8130,U8130,U8130,U8130,U8130,U8130,U8130
UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,Z991,Z991,Z991,Z991,Z991,Z991,Z991,Z991,Z991
UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,I5004,I5004,I5004,I5004,I5004,I5004,I5004,I5004,I5004
UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,Z990,Z990,Z990,Z990,Z990,Z990,Z990,Z990,Z990
UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,I5002,I5002,I5002,I5002,I5002,I5002,I5002,I5002,I5002
UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,I5003,I5003,I5003,I5003,I5003,I5003,I5003,I5003,I5003
UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,I5005,I5005,I5005,I5005,I5005,I5005,I5005,I5005,I5005
S298,S298,S298,S298,S298,S298,S298,S298,S298,S298,S298,S298,S298,S2988,S2988,S2988,S2988,S2988,S2988,S2988,S2988,S2988
S298,S298,S298,S298,S298,S298,S298,S298,S298,S298,S298,S298,S298,S2980,S2980,S2980,S2980,S2980,S2980,S2980,S2980,S2980
S198,S198,S198,S198,S198,S198,S198,S198,S198,S198,S198,S198,S198,S1980,S1980,S1980,S1980,S1980,S1980,S1980,S1980,S1980
S198,S198,S198,S198,S198,S198,S198,S198,S198,S198,S198,S198,S198,S1988,S1988,S1988,S1988,S1988,S1988,S1988,S1988,S1988
S358,S358,S358,S358,S358,S358,S358,S358,S358,S358,S358,S358,S358,S3580,S3580,S3580,S3580,S3580,S3580,S3580,S3580,S3580
S358,S358,S358,S358,S358,S358,S358,S358,S358,S358,S358,S358,S358,S3588,S3588,S3588,S3588,S3588,S3588,S3588,S3588,S3588
S358,S358,S358,S358,S358,S358,S358,S358,S358,S358,S358,S358,S358,S3581,S3581,S3581,S3581,S3581,S3581,S3581,S3581,S3581
S358,S358,S358,S358,S358,S358,S358,S358,S358,S358,S358,S358,S358,S3582,S3582,S3582,S3582,S3582,S3582,S3582,S3582,S3582
U062,U062,U062,U062,U062,U062,U062,U062,U062,U062,U062,U062,U062,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016,UNDEF2016
F500,F500,F500,F500,F500,F500,F500,F500,F500,F500,F500,F500,F500,F500,F5000,F5000,F5000,F5000,F5000,F5000,F5000,F5000
F500,F500,F500,F500,F500,F500,F500,F500,F500,F500,F500,F500,F500,F500,F5001,F5001,F5001,F5001,F5001,F5001,F5001,F5001
F500,F500,F500,F500,F500,F500,F500,F500,F500,F500,F500,F500,F500,F500,F5008,F5008,F5008,F5008,F5008,F5008,F5008,F5008
UNDEF2017,UNDEF2017,UNDEF2017,UNDEF2017,UNDEF2017,UNDEF2017,UNDEF2017,UNDEF2017,UNDEF2017,UNDEF2017,UNDEF2017,UNDEF2017,UNDEF2017,UNDEF2017,U6913,U6913,U6913,U6913,U6913,U6913,U6913,U6913
T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T8401,T8401,T8401,T8401,T8401,T8401,T8401,T8401
T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T8407,T8407,T8407,T8407,T8407,T8407,T8407,T8407
T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T8406,T8406,T8406,T8406,T8406,T8406,T8406,T8406
T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T8402,T8402,T8402,T8402,T8402,T8402,T8402,T8402
T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T8405,T8405,T8405,T8405,T8405,T8405,T8405,T8405
T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T8404,T8404,T8404,T8404,T8404,T8404,T8404,T8404
T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T8408,T8408,T8408,T8408,T8408,T8408,T8408,T8408
T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T8403,T8403,T8403,T8403,T8403,T8403,T8403,T8403
T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T840,T8400,T8400,T8400,T8400,T8400,T8400,T8400,T8400
I868,I868,I868,I868,I868,I868,I868,I868,I868,I868,I868,I868,I868,I868,I8688,I8688,I8688,I8688,I8688,I8688,I8688,I8688
I868,I868,I868,I868,I868,I868,I868,I868,I868,I868,I868,I868,I868,I868,I8680,I8680,I8680,I8680,I8680,I8680,I8680,I8680
I868,I868,I868,I868,I868,I868,I868,I868,I868,I868,I868,I868,I868,I868,I8682,I8682,I8682,I8682,I8682,I8682,I8682,I8682
I868,I868,I868,I868,I868,I868,I868,I868,I868,I868,I868,I868,I868,I868,I8681,I8681,I8681,I8681,I8681,I8681,I8681,I8681
M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M1424,M1424,M1424,M1424,M1424,M1424,M1424,M1424
M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M1429,M1429,M1429,M1429,M1429,M1429,M1429,M1429
M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M1425,M1425,M1425,M1425,M1425,M1425,M1425,M1425
M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M1422,M1422,M1422,M1422,M1422,M1422,M1422,M1422
M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M1427,M1427,M1427,M1427,M1427,M1427,M1427,M1427
M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M1428,M1428,M1428,M1428,M1428,M1428,M1428,M1428
M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M1423,M1423,M1423,M1423,M1423,M1423,M1423,M1423
M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M1426,M1426,M1426,M1426,M1426,M1426,M1426,M1426
M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M1420,M1420,M1420,M1420,M1420,M1420,M1420,M1420
M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M142,M1421,M1421,M1421,M1421,M1421,M1421,M1421,M1421
N828,N828,N828,N828,N828,N828,N828,N828,N828,N828,N828,N828,N828,N828,N8288,N8288,N8288,N8288,N8288,N8288,N8288,N8288
N828,N828,N828,N828,N828,N828,N828,N828,N828,N828,N828,N828,N828,N828,N8281,N8281,N8281,N8281,N8281,N8281,N8281,N8281
N828,N828,N828,N828,N828,N828,N828,N828,N828,N828,N828,N828,N828,N828,N8280,N8280,N8280,N8280,N8280,N8280,N8280,N8280
F980,F980,F980,F980,F980,F980,F980,F980,F980,F980,F980,F980,F980,F980,F9802,F9802,F9802,F9802,F9802,F9802,F9802,F9802
F980,F980,F980,F980,F980,F980,F980,F980,F980,F980,F980,F980,F980,F980,F9801,F9801,F9801,F9801,F9801,F9801,F9801,F9801
F980,F980,F980,F980,F980,F980,F980,F980,F980,F980,F980,F980,F980,F980,F9800,F9800,F9800,F9800,F9800,F9800,F9800,F9800
